 -3.4285850029590698e-01   -4.7252606666786401e-01
 -5.6271226381156847e-01    1.5320346585556907e-01
 -1.7336892247869304e-01   -2.3479131088318192e-01
  4.9552459745150663e-03    2.9140464474412703e-01
 -2.7603862403051349e-01    9.6084906966431974e-02
 -6.3937878530149501e-03   -2.0888004497999243e-03
 -2.7974281685198922e-02    5.8210126178392585e-01
  3.4300463896557948e-01   -4.7148368240967220e-01
  2.6940676793033441e-01    8.5383353335182627e-02
  1.6899416647667065e-01   -2.3633750108124996e-01
  5.4251441137399004e-01    1.7652141125002657e-01
  9.5105651629515353e-01    3.0901699437494740e-01
  8.8169544787337895e-01    1.0336020058745952e-01
  6.9468442355801696e-01   -3.0633264374882622e-02
  7.7423321950080848e-01    4.3459349291739180e-01
  5.8778525229247314e-01   -8.0901699437494745e-01
  6.2502849563559049e-01   -4.8793191670341901e-01
  4.7552825814757682e-01   -1.5450849718747370e-01
  5.4420560988218847e-01    4.3313915434400324e-01
  2.7074177066748001e-01   -7.4509147559603417e-01
  2.9389262614623662e-01    4.0450849718747373e-01
  2.4460216510461025e-01    6.4619101702702997e-01
  1.7310935806326203e-01    8.7235551547178392e-01
  6.1232339957367660e-17    1.0000000000000000e+00
  3.0616169978683830e-17   -5.0000000000000000e-01
 -2.1641866679519370e-01    7.7006151253470057e-01
 -2.7090616890773239e-01   -7.4521650096641434e-01
 -2.9389262614623651e-01    4.0450849718747373e-01
 -6.2496244457671357e-01   -4.8774280543332582e-01
 -4.7552825814757682e-01   -1.5450849718747381e-01
 -5.3885464570477781e-01    4.3229473235752047e-01
 -5.8778525229247303e-01   -8.0901699437494745e-01
 -7.9932350824907217e-01    3.2188718414462358e-02
 -7.7614636738422771e-01    4.3421334339098133e-01
 -9.5105651629515353e-01    3.0901699437494751e-01
