        33          35
        34          35
        33          34
         2          33
        34           2
        31          34
        33          30
        29          32
        29          30
        31           2
         2          30
         1          29
         1          32
        27          32
         2          28
         2           5
        31          28
         1          30
         5          30
         3          30
        27           1
         5          28
         3           1
        26          28
         3           5
         1          25
         7          28
         4          28
         5           6
        27          25
         4           5
         7          26
        26          24
         3           6
         3          25
        23          26
         4           7
         3          10
         4           6
         7          23
        10           6
        10          25
        23          24
        22           7
         9           6
        20          25
         7          21
         9           4
         4          21
         8          25
        22          23
        10           9
         8          10
        22          21
         9          21
         8          20
        10          18
         9          18
         9          11
         8          18
        11          21
        19          21
        20          16
         8          16
        17           8
        11          18
        19          11
        17          18
        14          18
        17          16
        11          14
        11          15
        19          15
        11          13
        14          13
        13          15
        15          12
        13          12
