        13           0
        13           0
        13          14
         4          14
        28          14
        28           0
         4           0
        10           0
        12           0
        27          28
        21           4
        10          12
         9          10
         9           0
        27          24
        24          21
        27           0
        12          11
        23          21
        11          23
         9           7
        24          26
         8          11
        41           0
        23          22
         8           7
        42          41
        26          42
        25          22
         7           0
        25          26
        41          43
        15           0
        22          19
        20           8
        43          15
        42          39
        19          20
        34          25
        43          44
        19          37
        18          20
        15           0
        40          44
        37          34
         6           0
        40          39
        34          35
        39          35
         6          18
        44           0
        37          38
        18          17
        40           0
        35          33
         5           6
        38          17
        36          38
        33          36
        17           2
        33          29
        29           0
         5           0
         3           5
         3           2
        31          36
        30          29
         2           0
        31           0
         3           0
        32          31
        30          16
        30           0
        16          32
        32           0
        16           1
         1           0
         1           0
