 -2.7859436116858238e+00    7.3484870613137510e+00   -3.9228656621201168e+00    2.3840743459724285e+00
  3.4613972895335583e+00    1.7961618529247861e-01   -1.4471697395308221e+00    3.0797256648878255e+00
 -3.5219735553250442e+00   -1.8042023825731848e-01    4.0852013154962635e-01   -3.0935120758825487e+00
 -3.6914216184507413e+00    1.4517357415609187e+00   -1.0458901893462378e+00   -2.8384722330829817e+00
 -3.6943389683085650e+00    2.9946671826728521e+00   -2.6791505503108595e+00   -7.9092498681399237e-01
  2.6701887490450553e+00   -2.9808643864115352e+00    2.9496400402125587e+00    7.8727951445093847e-01
 -3.0020441347976462e-01    2.9796560579982332e+00   -3.7463741992665835e+00    7.8621459773372981e-01
 -3.0778835409897267e+00    2.7590343830272479e+00   -2.0120357096642909e+00   -1.9670139152307999e+00
 -7.0110055484942602e-01   -2.9965820728789918e+00    3.4821690133121361e+00   -7.9068071050704458e-01
 -3.6896569612243537e+00    1.6685307534351321e-01    2.6856465392757070e+00   -3.0932982024127660e+00
  3.7220775827519414e+00   -2.7824475439924901e+00    1.5527668248507831e+00    1.9837059918868505e+00
  3.6326620965257486e+00   -1.6588108960631073e-01   -1.6290156551521422e+00    3.0752785061772050e+00
  4.1062396034452116e+00   -5.9632977553002204e+00    2.2506808042890296e+00    3.4379036384071376e-01
 -1.3108357724005502e+00   -3.0439083472085247e+00    2.5629808756311530e+00   -2.3119253143047103e+00
  3.4100752687892331e+00   -1.5170589900215983e+00   -3.2095711834844600e+00    5.7768488377596956e+00
  2.4699205586243740e+00    7.0020118852776314e-01   -2.2177022958649606e+00    3.2461869169760078e+00
  9.4797902263260492e-01    2.7241398103889338e+00   -3.5511600385967848e+00    2.0158900852808737e+00
 -3.3306307918844819e-01   -2.7464454680927548e+00    4.0062038469001573e+00   -2.0323964899959761e+00
  2.9114407779082550e+00    1.9345047823822480e-02   -2.0890974271852185e+00    4.2834512450205482e+00
 -2.9124450482946047e+00   -1.7079387491782092e-02    1.8667282050502185e+00   -3.7817804474885293e+00
 -3.0107427605736481e+00   -6.8624826040613396e-01    2.3967589001606728e+00   -3.4442270678761462e+00
 -1.2405130870603784e+00    4.1809185905474182e+00   -3.4072050138460321e+00    1.2973240164968904e+00
  8.7516273826441093e-01   -3.6068807694930127e+00    3.2938381133280132e+00   -1.1192021431566308e+00
  2.8754384140901474e+00    6.5355197035581092e-01   -3.0758409750412214e+00    3.2801269109681996e+00
 -3.6570947918922672e+00    2.4337947149333901e+00    1.4141539848102888e-01   -3.5013429954799773e+00
  3.4211365213258307e+00   -2.1665511635091170e+00    1.9804249942798804e-01    3.1168769880861777e+00
 -4.0252595286145670e-01    4.0430622319468315e+00   -3.5486480890351850e+00   -3.4561394887325053e-01
 -4.2113112915434296e+00   -2.8950631134267449e-02    3.5999641902716434e-01   -3.5805825077348352e+00
  3.5519568713429694e+00   -3.9980122213644256e+00    3.8734380711702650e+00    2.6348265022557292e-02
  2.4638653598467532e-02    4.3474853758305514e+00   -3.8970090563378608e+00   -2.8651412382372045e-02
 -1.9280395921594107e+00   -3.2242314079846341e+00    3.4110270001786573e+00   -2.3684299239546029e+00
 -1.2372943769196789e+00    3.5033771718933839e+00   -5.7361925181099407e+00    2.5734825696019898e+00
  3.7577767806150471e+00   -1.0731729682236109e+00   -2.8832698152965969e-01    3.2159094352530269e+00
 -1.0940456194924701e+00   -2.5767822288015272e+00    3.4495365307921029e+00   -3.3075900917573207e+00
  1.2646099378696436e+00    2.3035163427257328e+00   -3.2305980255641815e+00    2.9568225619688344e+00
 -3.9267236053035295e+00    1.0810925364567350e+00    7.9459922622761503e-01   -3.2396415035757986e+00
  2.9300321797574962e+00   -4.0241523380841517e+00    2.1937895439443138e+00    1.2559820085204711e+00
 -2.6536196391531144e+00    3.5587902454566143e+00   -2.2800609245386734e+00   -1.1107374037732536e+00
 -2.0245972806183481e+00    3.3140065231885449e+00   -3.6693548174517203e+00    3.7540398846426604e-01
 -3.5008199132840550e+00    9.2835299607728561e-01   -7.1398224275397137e-01   -3.9483246593401113e+00
 -2.1281736218456300e+00   -2.2524118508557769e+00    3.1866185963870395e+00   -2.2582134496712611e+00
  1.3602451509618387e+00   -3.4960671558686358e+00    3.5940983454222617e+00   -3.9602745047986732e-01
  2.0321671359717630e+00   -3.1381377342520111e+00    2.0374014444506674e+00    2.1740530917903311e+00
  4.3825807223966020e+00   -9.6769822410114914e-01   -3.0361838696726502e+00    4.1156615825690928e+00
