       453         414        1195
       474         453         473
       512         473        1197
       533         512         532
       571         532        1199
       592         571         591
       630         591        1201
       651         630         650
       689         650        1203
       710         689         709
       748         709        1205
       769         748         768
       807         768        1207
       828         807         827
       866         827        1209
       887         866         886
       925         886        1211
       946         925         945
       984         945        1213
      1005         984        1004
      1043        1004        1215
      1064        1043        1063
      1102        1063        1217
      1123        1102        1122
      1221        1122        1219
      1125        1103        1124
      1222        1124        1123
      1127        1104        1126
      1223        1126        1125
      1129        1105        1128
      1224        1128        1127
      1131        1106        1130
      1225        1130        1129
      1133        1107        1132
      1226        1132        1131
      1135        1108        1134
      1227        1134        1133
      1137        1109        1136
      1228        1136        1135
      1139        1110        1138
      1229        1138        1137
      1141        1111        1140
      1230        1140        1139
      1143        1112        1142
      1231        1142        1141
      1145        1113        1144
      1232        1144        1143
      1147        1114        1146
      1233        1146        1145
      1149        1115        1148
      1234        1148        1147
      1151        1116        1150
      1235        1150        1149
      1153        1117        1152
      1236        1152        1151
      1155        1118        1154
      1237        1154        1153
      1157        1119        1156
      1238        1156        1155
      1159        1120        1158
      1239        1158        1157
      1220        1121        1160
      1240        1160        1159
      1218        1062        1101
      1121        1101        1100
      1216        1003        1042
      1062        1042        1041
      1214         944         983
      1003         983         982
      1212         885         924
       944         924         923
      1210         826         865
       885         865         864
      1208         767         806
       826         806         805
      1206         708         747
       767         747         746
      1204         649         688
       708         688         687
      1202         590         629
       649         629         628
      1200         531         570
       590         570         569
      1198         472         511
       531         511         510
      1196         413         452
       472         452         451
      1194         354         393
       413         393         392
      1192         295         334
       354         334         333
      1190         236         275
       295         275         274
      1188         177         216
       236         216         215
      1186         118         157
       177         157         156
      1184          59          98
       118          98          97
      1182        1180          39
        59          39          38
        38        1179          37
        58          37          36
        36        1178          35
        57          35          34
        34        1177          33
        56          33          32
        32        1176          31
        55          31          30
        30        1175          29
        54          29          28
        28        1174          27
        53          27          26
        26        1173          25
        52          25          24
        24        1172          23
        51          23          22
        22        1171          21
        50          21          20
        20        1170          19
        49          19          18
        18        1169          17
        48          17          16
        16        1168          15
        47          15          14
        14        1167          13
        46          13          12
        12        1166          11
        45          11          10
        10        1165           9
        44           9           8
         8        1164           7
        43           7           6
         6        1163           5
        42           5           4
         4        1162           3
        41           3           2
