         9          10
        32           9
        31          32
        31          30
        29          30
        28          29
        27          28
        10          11
        32           1
        30           5
        28          25
        11          12
         2          11
         1           2
         6           1
         5           6
        26           5
        25          26
        12          13
         2           3
         6           7
        26          23
        13          14
        13           4
         3           4
         8           3
         7           8
        24           7
        23          24
        14          15
         4          17
         8          19
        24          21
        15          16
        18          15
        17          18
        20          17
        19          20
        22          19
        21          22
         9          16
        31          18
        29          20
        27          22
        27          10
        10          27
        25          12
        12          25
        23          14
        14          23
        21          16
        16          21
         9          16
        31          18
        29          20
        27          22
