         2          46           8
        31           1           5
         4          13          34
        21           3           5
         2          25           4
         7          14           9
        59           6           8
        26           1           7
         6           0          23
        18          28           0
         0          41          13
        13          20           0
         3          12          11
         6          15           0
        14          58           0
        29          18          45
         0          62          18
        16          10          17
        24           0          21
        12          21           0
        20           4          19
         0          24          23
         9          22          26
        22          19          25
         5          26          24
        25           8          23
         0          28          30
        10          29          27
        28          16          55
        50           0          27
        32           2          34
        47          31          33
        35          54          32
         3          44          31
        43          37          33
        37          38          49
        35          36          53
        36          39           0
        38          42           0
        41           0          42
        11          40          44
        39          43          40
        42          35          44
        34          41          43
        48          16          57
         1          47          60
        46          32          48
        56          45          47
        36           0          52
        51          30          55
         0          50          52
        53          49          51
        54          37          52
        33          53          56
        29          56          50
        55          48          54
        45          62          60
        15          59          61
        58           7          60
        59          46          57
        62           0          58
        17          61          57
