 -7.2882388070812876e-01    1.4452965052828086e-02
 -6.2114103433411794e-01   -2.8148263566542675e-01
 -6.1357357385031630e-01    3.0638583372129935e-01
 -4.6544533011647288e-01   -5.5348571980434114e-01
 -4.0058048304924643e-01    3.2900306016487653e-03
 -4.3856733674632792e-01    5.7679859179878312e-01
 -2.5361691080269061e-01   -2.9888716603237758e-01
 -2.5964046512585570e-01    3.0117775709909789e-01
 -1.6236783316739101e-01   -6.5097645971539730e-01
 -6.0392038495687889e-02   -7.5248666955285721e-03
 -1.3652916567733359e-01    6.6326776413455413e-01
  7.0110412806318897e-02   -3.5012615470058056e-01
  4.4281531920102625e-02    3.3769877179738811e-01
  1.4095665653339690e-01   -6.8172214855876090e-01
  2.5032379556191431e-01    8.9902496444365151e-03
  1.6716756980439981e-01    6.5528260428352314e-01
  3.6434471385425782e-01   -2.4939045080969111e-01
  3.4968046785801121e-01    2.8253583664675819e-01
  4.2261391259700815e-01   -5.6015600575761859e-01
  6.3697458376229754e-01    2.1820475364829656e-03
  4.5446089784350324e-01    5.7144230318242217e-01
  6.7056920730804659e-01   -3.1156220447792821e-01
  6.6521716768839423e-01    3.0284594492293304e-01
  8.9670001447733894e-01    4.4263877376065947e-01
  9.7617547017835460e-01   -2.1698260626619012e-01
  7.0102775925092509e-01    7.1313398513857618e-01
  9.9368732994956865e-01    1.1218507163476313e-01
  8.2894736656487511e-01   -5.5932661608863088e-01
  6.0258011350262419e-01   -7.9805839812081703e-01
  3.9491346106006275e-01    9.1871832368444806e-01
  3.1078233642720099e-01   -9.5048110942030306e-01
  4.8465539598064128e-02    9.9882485525314613e-01
 -3.4169728788319489e-02   -9.9941604431514552e-01
 -2.9975712811108624e-01    9.5401554711995862e-01
 -3.6893797565519676e-01   -9.2945401721626097e-01
 -6.0436749150795832e-01    7.9670567665128245e-01
 -6.6010886855068296e-01   -7.5116994193107689e-01
 -8.3831342838888956e-01    5.4518858735566544e-01
 -8.7100883469338319e-01   -4.9126735072267369e-01
 -9.7605226264695566e-01    2.1753615925118805e-01
 -9.8679847733831871e-01   -1.6195297194795735e-01
