         1          41
         1          40
         2          41
        40           3
         2          39
         3          38
         2           1
         1           3
        39           4
        38           6
        37           4
         1           5
         2           4
         3           6
        36           6
         2           5
         3           5
         7           2
         8           3
        35           4
        34           6
         7           4
         8           6
         8           5
         7           5
         9           4
        11           6
        35           9
         5          10
        34          11
         9           7
         8          11
         8          10
         7          10
        13           8
         9          33
        12           7
        12           9
        11          13
        11          32
        14           9
        13          10
        12          10
        11          16
        14          33
        15          10
        14          12
        13          16
        16          32
        13          15
        15          12
        13          18
        12          17
        14          31
        12          19
        16          18
        14          19
        16          30
        15          18
        15          17
        16          21
        31          19
        17          19
        18          21
        30          21
        20          15
        20          18
        20          17
        18          23
        29          19
        22          17
        22          19
        23          21
        26          21
        28          19
        20          23
        22          20
        23          26
        28          22
        24          23
        25          20
        20          27
        25          22
        23          27
        40          41
        39          41
        40          38
        39          37
        36          38
        37          35
        34          36
        35          33
        34          32
        31          33
        30          32
        31          29
        26          30
        29          28
        24          26
        25          28
        24          27
        25          27
